epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,326.715,1.61008,1.98613,1.69709,0.71211,0.27116,0.34184,0.18444,1.9011,2.3275,1.9528,0.001307,0.001307,0.001307
37,331.997,1.54254,1.86829,1.65276,0.63848,0.27397,0.31419,0.19974,1.89812,2.60093,1.98189,0.0012872,0.0012872,0.0012872
38,338.357,1.67147,1.97614,1.74518,0.34037,0.34247,0.26629,0.15354,1.99607,2.38826,2.04358,0.0012674,0.0012674,0.0012674
39,346.135,1.58708,1.88411,1.65474,0.39473,0.35616,0.26754,0.14123,1.92441,2.614,1.93336,0.0012476,0.0012476,0.0012476
40,353.436,1.62463,1.8858,1.67613,0.50905,0.30137,0.31756,0.16449,1.81938,2.44046,1.84803,0.0012278,0.0012278,0.0012278
41,359.04,1.5348,1.7853,1.62333,0.53654,0.36481,0.38983,0.19742,1.84515,2.05638,1.87278,0.001208,0.001208,0.001208
42,365.807,1.52063,1.80547,1.64033,0.4448,0.34247,0.30323,0.17085,1.78774,2.09738,1.84091,0.0011882,0.0011882,0.0011882
43,374.137,1.62691,1.78851,1.72815,0.49668,0.32877,0.32658,0.19961,1.75583,2.27291,1.80039,0.0011684,0.0011684,0.0011684
44,381.478,1.58758,1.86998,1.6653,0.41995,0.37693,0.34589,0.17622,1.81105,2.1971,1.79969,0.0011486,0.0011486,0.0011486
45,387.005,1.47783,1.78792,1.59815,0.39282,0.38356,0.32162,0.15876,1.92372,2.15473,1.90178,0.0011288,0.0011288,0.0011288
46,393.849,1.54211,1.77561,1.64246,0.41244,0.34247,0.32027,0.16624,1.94338,2.09664,1.91329,0.001109,0.001109,0.001109
47,399.448,1.53177,1.81325,1.67272,0.49277,0.41096,0.37031,0.18714,1.82563,2.17361,1.83754,0.0010892,0.0010892,0.0010892
48,404.442,1.53625,1.7591,1.64407,0.64208,0.34408,0.36817,0.20982,1.82315,2.20849,1.85515,0.0010694,0.0010694,0.0010694
49,410.888,1.53455,1.74935,1.65983,0.54211,0.42466,0.38623,0.23127,1.70921,1.99612,1.83683,0.0010496,0.0010496,0.0010496
50,416.396,1.48654,1.72056,1.66618,0.58318,0.32877,0.36041,0.23286,1.62364,2.0591,1.73311,0.0010298,0.0010298,0.0010298
51,421.713,1.36663,1.72343,1.56548,0.54799,0.36542,0.39396,0.24176,1.67184,2.01452,1.79059,0.00101,0.00101,0.00101
52,427.815,1.48841,1.63811,1.59514,0.68275,0.27397,0.3376,0.18836,1.82763,2.20335,1.89025,0.0009902,0.0009902,0.0009902
53,433.455,1.55735,1.84958,1.72265,0.4345,0.32877,0.34809,0.20153,1.82511,2.22877,1.86355,0.0009704,0.0009704,0.0009704
54,440.502,1.47268,1.65821,1.62225,0.51438,0.41096,0.37858,0.20671,1.75092,2.1633,1.81645,0.0009506,0.0009506,0.0009506
55,445.908,1.47367,1.72803,1.61576,0.47199,0.41096,0.3726,0.19372,1.8731,2.16531,1.89965,0.0009308,0.0009308,0.0009308
56,453.156,1.41171,1.60902,1.56527,0.5385,0.36986,0.3571,0.19363,1.77195,2.18473,1.85223,0.000911,0.000911,0.000911
57,458.659,1.37237,1.6102,1.5055,0.59426,0.32877,0.35421,0.21201,1.7273,2.03044,1.84397,0.0008912,0.0008912,0.0008912
58,464.518,1.42449,1.67436,1.5711,0.61794,0.36986,0.39781,0.21334,1.84119,2.03374,1.91759,0.0008714,0.0008714,0.0008714
59,471.442,1.42011,1.66927,1.59297,0.70076,0.34247,0.40057,0.21307,1.82476,1.96477,1.84834,0.0008516,0.0008516,0.0008516
60,477.94,1.447,1.66668,1.5721,0.47009,0.31507,0.31134,0.16334,1.80248,2.15286,1.87125,0.0008318,0.0008318,0.0008318
61,483.284,1.33369,1.45499,1.50439,0.59405,0.44106,0.42836,0.22553,1.79847,1.91753,1.81467,0.000812,0.000812,0.000812
62,488.626,1.39983,1.55658,1.51814,0.53707,0.32877,0.37003,0.19981,1.77956,2.03561,1.80767,0.0007922,0.0007922,0.0007922
63,495.456,1.41898,1.65331,1.53663,0.38416,0.38356,0.36275,0.2015,1.75159,2.08085,1.81271,0.0007724,0.0007724,0.0007724
64,501.498,1.37521,1.58404,1.53138,0.48703,0.36423,0.3188,0.16371,1.85573,2.2944,1.88624,0.0007526,0.0007526,0.0007526
65,506.262,1.38131,1.50171,1.55574,0.55498,0.39726,0.4338,0.22279,1.81555,2.07664,1.86561,0.0007328,0.0007328,0.0007328
66,511.396,1.41192,1.5648,1.57506,0.51529,0.49315,0.43354,0.23991,1.79697,1.96681,1.83151,0.000713,0.000713,0.000713
67,516.506,1.38823,1.55817,1.56957,0.48029,0.45578,0.44722,0.23582,1.76798,1.87889,1.82126,0.0006932,0.0006932,0.0006932
68,522.033,1.37327,1.52942,1.57968,0.46672,0.45205,0.41605,0.21565,1.8273,1.98106,1.89337,0.0006734,0.0006734,0.0006734
69,526.655,1.33456,1.4879,1.48897,0.58973,0.36986,0.4305,0.23162,1.83615,1.99687,1.87934,0.0006536,0.0006536,0.0006536
70,531.369,1.31677,1.48432,1.51142,0.56634,0.36986,0.42854,0.23843,1.77976,1.92028,1.85444,0.0006338,0.0006338,0.0006338
71,537.049,1.29973,1.40895,1.4372,0.46232,0.45205,0.4343,0.22574,1.81765,1.86349,1.87207,0.000614,0.000614,0.000614
72,542.942,1.2867,1.35023,1.49498,0.32638,0.49117,0.36478,0.18938,1.87494,1.98521,1.93515,0.0005942,0.0005942,0.0005942
73,547.728,1.33219,1.37828,1.49411,0.63872,0.36986,0.41465,0.21954,1.81922,1.95613,1.91132,0.0005744,0.0005744,0.0005744
74,552.682,1.25267,1.37398,1.42954,0.47738,0.43795,0.40951,0.22719,1.81855,1.95554,1.88291,0.0005546,0.0005546,0.0005546
75,558.341,1.29552,1.45687,1.4812,0.40464,0.49315,0.38255,0.20328,1.82001,2.03009,1.87356,0.0005348,0.0005348,0.0005348
76,563.963,1.37151,1.52237,1.59524,0.42934,0.38356,0.38607,0.20601,1.84503,1.97757,1.87161,0.000515,0.000515,0.000515
77,569.857,1.26115,1.42852,1.46018,0.41425,0.42629,0.37168,0.2194,1.79856,1.89906,1.85846,0.0004952,0.0004952,0.0004952
78,576.565,1.32149,1.48619,1.54098,0.34192,0.41096,0.30411,0.15681,1.88325,2.38308,1.90593,0.0004754,0.0004754,0.0004754
79,582.56,1.23113,1.3242,1.39714,0.37522,0.49315,0.35529,0.19745,1.85066,2.11249,1.931,0.0004556,0.0004556,0.0004556
80,588.154,1.31796,1.40495,1.5213,0.37058,0.49315,0.34072,0.18057,1.81468,2.13951,1.89428,0.0004358,0.0004358,0.0004358
81,593.96,1.30276,1.40846,1.48414,0.42568,0.42466,0.3911,0.22979,1.6842,1.99646,1.79327,0.000416,0.000416,0.000416
82,599.319,1.24188,1.35035,1.46409,0.47702,0.42466,0.41983,0.23743,1.71613,1.90214,1.8047,0.0003962,0.0003962,0.0003962
83,604.324,1.33932,1.40238,1.49006,0.46994,0.39726,0.40472,0.2425,1.67516,1.94251,1.77544,0.0003764,0.0003764,0.0003764
84,609.5,1.2639,1.39357,1.42514,0.49061,0.41096,0.43104,0.24635,1.7245,1.87283,1.8041,0.0003566,0.0003566,0.0003566
85,614.682,1.2623,1.33394,1.43751,0.49176,0.36986,0.39584,0.24348,1.70801,1.91224,1.7929,0.0003368,0.0003368,0.0003368
86,619.899,1.21771,1.32879,1.42803,0.44488,0.54795,0.43042,0.22789,1.71064,1.79125,1.79186,0.000317,0.000317,0.000317
87,625.022,1.20508,1.26821,1.39817,0.42164,0.46575,0.43784,0.24122,1.71614,1.75383,1.79734,0.0002972,0.0002972,0.0002972
88,630.525,1.27917,1.32999,1.46182,0.404,0.54795,0.42153,0.22963,1.71628,1.81344,1.81429,0.0002774,0.0002774,0.0002774
89,635.369,1.2982,1.39618,1.44907,0.43651,0.45205,0.42068,0.24618,1.71041,1.88466,1.78565,0.0002576,0.0002576,0.0002576
90,640.008,1.2289,1.34133,1.40623,0.49982,0.41066,0.40985,0.24331,1.70355,1.88149,1.7758,0.0002378,0.0002378,0.0002378
91,645.748,1.2742,1.37267,1.49431,0.57731,0.35549,0.39705,0.24869,1.68414,1.91857,1.79573,0.000218,0.000218,0.000218
92,650.102,1.28716,1.41386,1.48899,0.47933,0.39726,0.39736,0.24712,1.70894,1.95011,1.82159,0.0001982,0.0001982,0.0001982
93,654.709,1.19325,1.25734,1.40737,0.44227,0.49315,0.41788,0.24106,1.73412,1.85956,1.82971,0.0001784,0.0001784,0.0001784
94,660.028,1.16812,1.18923,1.38754,0.41779,0.45205,0.40674,0.23655,1.73713,1.89325,1.83107,0.0001586,0.0001586,0.0001586
95,665.648,1.1782,1.15892,1.45623,0.58456,0.34247,0.4207,0.24786,1.69547,1.80458,1.81808,0.0001388,0.0001388,0.0001388
96,670.788,1.09047,1.10616,1.36642,0.41785,0.47945,0.41884,0.24325,1.68645,1.80401,1.8172,0.000119,0.000119,0.000119
97,675.976,1.15335,1.21898,1.38811,0.43952,0.51567,0.42237,0.23779,1.71214,1.7936,1.83679,9.92e-05,9.92e-05,9.92e-05
98,680.94,1.10507,1.05374,1.33954,0.42272,0.53167,0.41973,0.2415,1.71156,1.78168,1.83445,7.94e-05,7.94e-05,7.94e-05
99,686.274,1.03599,1.04754,1.32209,0.41205,0.47945,0.41105,0.24247,1.70689,1.79937,1.83174,5.96e-05,5.96e-05,5.96e-05
100,691.255,1.1095,1.07578,1.39872,0.44713,0.47945,0.40125,0.2299,1.71518,1.82052,1.85222,3.98e-05,3.98e-05,3.98e-05
