epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,223.161,1.72864,2.13251,1.75811,0.26952,0.36986,0.22376,0.1232,1.92981,2.51427,1.88769,0.0014654,0.0014654,0.0014654
29,229.855,1.65299,2.05017,1.64795,0.48138,0.27397,0.28384,0.12863,2.007,2.61671,1.92019,0.0014456,0.0014456,0.0014456
30,235.695,1.67265,1.98184,1.66875,0.49746,0.30137,0.3129,0.18685,1.88563,2.39654,1.84568,0.0014258,0.0014258,0.0014258
31,240.459,1.66897,2.00729,1.67836,0.40955,0.37058,0.30172,0.1759,1.87653,2.39384,1.81782,0.001406,0.001406,0.001406
32,246.769,1.62781,2.08557,1.67382,0.37393,0.36986,0.31246,0.17111,1.86028,2.20128,1.82229,0.0013862,0.0013862,0.0013862
33,252.066,1.57634,1.92427,1.65411,0.4489,0.38356,0.3613,0.18052,1.87886,2.21591,1.86276,0.0013664,0.0013664,0.0013664
34,256.55,1.66251,2.03423,1.74663,0.615,0.23288,0.29086,0.16032,1.96496,2.33432,1.90017,0.0013466,0.0013466,0.0013466
35,263.215,1.77645,2.09033,1.73941,0.42256,0.37092,0.30809,0.16968,1.83463,2.30558,1.83852,0.0013268,0.0013268,0.0013268
36,269.83,1.65557,2.03265,1.68009,0.51614,0.21918,0.23767,0.14461,1.99444,2.49311,2.02061,0.001307,0.001307,0.001307
37,273.981,1.57904,1.89055,1.6092,0.24102,0.27397,0.18275,0.10193,2.10817,3.17627,2.12219,0.0012872,0.0012872,0.0012872
38,278.98,1.66149,1.95069,1.62467,0.41888,0.35616,0.28574,0.16563,1.91993,2.47558,1.93895,0.0012674,0.0012674,0.0012674
39,284.117,1.65449,1.91404,1.63804,0.4426,0.34247,0.31256,0.15932,1.89579,2.40856,1.94385,0.0012476,0.0012476,0.0012476
40,290.03,1.61862,1.91988,1.6227,0.63806,0.30137,0.36495,0.18347,1.98338,2.45244,1.95581,0.0012278,0.0012278,0.0012278
41,295.545,1.61152,1.84756,1.60392,0.56081,0.29743,0.37637,0.21078,1.82215,2.04624,1.77975,0.001208,0.001208,0.001208
42,302.265,1.62465,1.90685,1.6036,0.36719,0.38356,0.30178,0.16305,1.88424,2.62298,1.7949,0.0011882,0.0011882,0.0011882
43,308.979,1.63595,1.86446,1.66036,0.40553,0.38356,0.31784,0.1772,1.91643,2.38121,1.87685,0.0011684,0.0011684,0.0011684
44,316.213,1.60648,1.83428,1.61464,0.43798,0.30137,0.2916,0.1537,1.88884,2.50783,1.83048,0.0011486,0.0011486,0.0011486
45,322.17,1.56812,1.84955,1.58075,0.37008,0.42466,0.33873,0.18205,1.8947,2.18311,1.80362,0.0011288,0.0011288,0.0011288
46,328.267,1.5169,1.76159,1.52605,0.36619,0.38784,0.34424,0.20138,1.82126,2.1939,1.81715,0.001109,0.001109,0.001109
47,334.349,1.54773,1.85635,1.60328,0.50268,0.35616,0.30943,0.18118,1.77525,2.22507,1.74148,0.0010892,0.0010892,0.0010892
48,338.255,1.55575,1.80319,1.5886,0.36787,0.35616,0.24627,0.13002,1.97157,2.48244,1.95918,0.0010694,0.0010694,0.0010694
49,342.627,1.57843,1.79591,1.58631,0.44908,0.38356,0.32464,0.18299,1.91142,2.199,1.90333,0.0010496,0.0010496,0.0010496
50,347.705,1.52443,1.73087,1.58189,0.40861,0.3597,0.29643,0.19296,1.70967,2.16018,1.74442,0.0010298,0.0010298,0.0010298
51,353.929,1.44296,1.70919,1.55342,0.35217,0.45205,0.3445,0.16317,1.81236,2.26788,1.75988,0.00101,0.00101,0.00101
52,359.167,1.58367,1.74371,1.59607,0.44785,0.39726,0.3689,0.20508,1.85139,2.11585,1.78677,0.0009902,0.0009902,0.0009902
53,363.512,1.6842,1.86745,1.70531,0.53348,0.28205,0.33305,0.17603,2.01431,2.2198,1.90576,0.0009704,0.0009704,0.0009704
54,367.578,1.517,1.67586,1.54622,0.40675,0.42466,0.35604,0.21535,1.75905,1.98179,1.75089,0.0009506,0.0009506,0.0009506
55,371.818,1.52856,1.72533,1.59645,0.49919,0.34138,0.32211,0.19933,1.86407,2.09702,1.82176,0.0009308,0.0009308,0.0009308
56,377.01,1.46275,1.69792,1.52667,0.59936,0.32877,0.33132,0.18877,1.83867,2.02605,1.83724,0.000911,0.000911,0.000911
57,382.269,1.44709,1.68734,1.4861,0.55102,0.38672,0.40853,0.24999,1.76556,1.8786,1.78163,0.0008912,0.0008912,0.0008912
58,386.507,1.49351,1.71997,1.53188,0.42595,0.36986,0.36691,0.21524,1.83527,2.03382,1.8406,0.0008714,0.0008714,0.0008714
59,390.353,1.46274,1.6311,1.53339,0.53304,0.39726,0.41289,0.23412,1.83389,1.96455,1.78227,0.0008516,0.0008516,0.0008516
60,394.837,1.45393,1.64688,1.49578,0.44362,0.35616,0.37483,0.20433,1.8035,2.04163,1.76216,0.0008318,0.0008318,0.0008318
61,399.63,1.41022,1.50081,1.47848,0.53538,0.31507,0.37322,0.2155,1.7314,1.89583,1.69228,0.000812,0.000812,0.000812
62,404.789,1.47785,1.58241,1.48629,0.41619,0.44925,0.39212,0.2027,1.83335,1.99829,1.73762,0.0007922,0.0007922,0.0007922
63,410.935,1.47692,1.65547,1.49318,0.74622,0.27397,0.38032,0.21429,1.77456,2.00161,1.78406,0.0007724,0.0007724,0.0007724
64,416.729,1.4995,1.64006,1.5607,0.44077,0.43836,0.38708,0.2072,1.78804,2.09177,1.79084,0.0007526,0.0007526,0.0007526
65,422.164,1.38773,1.49288,1.47094,0.59544,0.30137,0.37717,0.20615,1.8336,2.01479,1.8143,0.0007328,0.0007328,0.0007328
66,427.406,1.4726,1.59186,1.50888,0.38622,0.41096,0.39344,0.23331,1.80542,2.00884,1.8185,0.000713,0.000713,0.000713
67,431.49,1.48861,1.61175,1.54762,0.55238,0.32877,0.36812,0.20614,1.86502,2.10132,1.85484,0.0006932,0.0006932,0.0006932
68,436.081,1.42313,1.56693,1.51415,0.4284,0.39726,0.36849,0.20624,1.86643,2.11962,1.81699,0.0006734,0.0006734,0.0006734
69,441.509,1.39604,1.5413,1.45408,0.47881,0.32877,0.3523,0.21748,1.80189,2.03882,1.75793,0.0006536,0.0006536,0.0006536
70,447.168,1.41146,1.50391,1.47806,0.42975,0.35616,0.36062,0.22346,1.73866,2.11432,1.73105,0.0006338,0.0006338,0.0006338
71,453.32,1.35803,1.45334,1.41386,0.50198,0.32877,0.3688,0.20954,1.80417,2.30208,1.77696,0.000614,0.000614,0.000614
72,459.623,1.35572,1.46386,1.46293,0.6103,0.35616,0.37668,0.21784,1.77549,2.12208,1.74924,0.0005942,0.0005942,0.0005942
73,464.883,1.35684,1.46456,1.44976,0.59661,0.38496,0.41188,0.24586,1.71514,1.94091,1.69203,0.0005744,0.0005744,0.0005744
74,470.038,1.36718,1.47965,1.43436,0.68175,0.38152,0.4234,0.24551,1.66961,1.91918,1.66449,0.0005546,0.0005546,0.0005546
75,474.816,1.41772,1.5391,1.48926,0.57836,0.36986,0.38812,0.21593,1.75056,2.01596,1.77109,0.0005348,0.0005348,0.0005348
76,479.336,1.37652,1.58426,1.50084,0.54896,0.38356,0.4044,0.22961,1.67742,1.88969,1.71767,0.000515,0.000515,0.000515
77,483.553,1.30466,1.54982,1.42726,0.53214,0.31507,0.35267,0.22455,1.72178,1.96653,1.74644,0.0004952,0.0004952,0.0004952
78,488.592,1.39784,1.46066,1.49994,0.47751,0.3506,0.3621,0.2121,1.82904,2.10997,1.74659,0.0004754,0.0004754,0.0004754
79,493.852,1.33157,1.41367,1.39615,0.44517,0.38356,0.3773,0.19285,1.8836,2.22604,1.78068,0.0004556,0.0004556,0.0004556
80,498.732,1.42013,1.44142,1.49648,0.38845,0.43836,0.39259,0.22825,1.77508,2.0527,1.75335,0.0004358,0.0004358,0.0004358
81,503.531,1.33193,1.42324,1.41934,0.5332,0.36986,0.4142,0.23904,1.74245,1.97503,1.71488,0.000416,0.000416,0.000416
82,507.947,1.30317,1.39565,1.43038,0.66327,0.39726,0.43504,0.2497,1.70945,1.92053,1.71135,0.0003962,0.0003962,0.0003962
83,512.211,1.41067,1.49844,1.44367,0.62509,0.32877,0.41125,0.21976,1.78137,1.96738,1.7648,0.0003764,0.0003764,0.0003764
84,516.26,1.26655,1.40427,1.3755,0.55422,0.38356,0.41412,0.24587,1.73541,1.91003,1.7405,0.0003566,0.0003566,0.0003566
85,520.308,1.31059,1.4259,1.41473,0.49781,0.41096,0.42948,0.25267,1.71984,1.89693,1.7496,0.0003368,0.0003368,0.0003368
86,524.492,1.27439,1.43426,1.3852,0.67669,0.36986,0.45585,0.26866,1.70752,1.87033,1.69898,0.000317,0.000317,0.000317
87,528.073,1.28894,1.39242,1.38048,0.67173,0.36986,0.45175,0.25847,1.73517,1.83661,1.72936,0.0002972,0.0002972,0.0002972
88,532.081,1.32516,1.37652,1.40531,0.39195,0.43836,0.42479,0.24778,1.74779,1.86883,1.76996,0.0002774,0.0002774,0.0002774
89,535.555,1.3684,1.48512,1.42528,0.70288,0.36986,0.43887,0.2603,1.78897,1.82524,1.79028,0.0002576,0.0002576,0.0002576
90,539.306,1.3183,1.40843,1.40782,0.76531,0.36986,0.44429,0.25395,1.73635,1.88426,1.76076,0.0002378,0.0002378,0.0002378
91,543.772,1.35349,1.41154,1.447,0.63189,0.36986,0.44887,0.24546,1.76365,1.90061,1.76467,0.000218,0.000218,0.000218
92,547.138,1.35537,1.47311,1.45424,0.69998,0.35165,0.41454,0.23556,1.82577,1.97362,1.81708,0.0001982,0.0001982,0.0001982
93,550.658,1.25277,1.36204,1.38981,0.70217,0.32307,0.4228,0.249,1.78001,1.91225,1.78895,0.0001784,0.0001784,0.0001784
94,554.26,1.17795,1.23616,1.30171,0.68906,0.30363,0.40418,0.24824,1.76483,1.89901,1.79083,0.0001586,0.0001586,0.0001586
95,558.003,1.24443,1.31858,1.40359,0.77489,0.31507,0.41034,0.24994,1.81582,1.8479,1.8214,0.0001388,0.0001388,0.0001388
96,561.967,1.1842,1.24861,1.33556,0.67249,0.33762,0.42826,0.25308,1.79483,1.84919,1.82341,0.000119,0.000119,0.000119
97,566.094,1.26157,1.33463,1.37922,0.47586,0.41043,0.42455,0.25003,1.79403,1.84055,1.82408,9.92e-05,9.92e-05,9.92e-05
98,570.204,1.15606,1.16876,1.28424,0.548,0.42466,0.43132,0.25012,1.80284,1.85558,1.82837,7.94e-05,7.94e-05,7.94e-05
99,574.645,1.10857,1.18549,1.29126,0.5077,0.45205,0.43768,0.25652,1.77048,1.83755,1.80791,5.96e-05,5.96e-05,5.96e-05
100,578.842,1.19114,1.1972,1.37987,0.46598,0.43836,0.42658,0.25218,1.76466,1.84512,1.80434,3.98e-05,3.98e-05,3.98e-05
